subject,num,unit,alp,cz,ns,qs,ss,cci,ei,sts,fl,r,w,rating,description
AMES,114,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.7,BUDDHISM
AMES,120,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.3,MUSIC IN EAST ASIA
AMES,123,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.9,HISTORY AND CULTURE OF IRAN
AMES,127,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.2,THE MODERN MIDDLE EAST
AMES,142,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,HISTORY OF CHINESE MEDICINE
AMES,145,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.6,CHINESE MUSIC ENSEMBLE
AMES,151,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3.5,INDIAN CINEMA
AMES,157,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3.6,INDIAN CIVILIZATION
AMES,167,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.3,ANCIENT AND EARLY MODERN JAPAN
AMES,195,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.9,INTRO TO AMES
AMES,204,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.9,DOCUMENTING THE MIDDLE EAST
AMES,205,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.2,LITERARY ISLAM
AMES,207,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,SILK ROADS AND CHINA
AMES,208,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,GEOPOLITICS AND CULTURE
AMES,210,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.1,INTRO TO THE MIDDLE EAST
AMES,218,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.8,THE MIDDLE EAST THROUGH FILM
AMES,220,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2.7,FROM AL-QAEDA TO ISIS
AMES,233,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.8,GLOBAL CHINESE CITIES
AMES,244,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.3,ISRAEL/PALESTINE
AMES,247,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,T'AI CHI AND CHINESE THOUGHT
AMES,275,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.9,CHINESE PHILOSOPHY
AMES,286,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.5,BUDDHISM AND SEXUALITY
AMES,288,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.4,RELIGION & POLITICS
AMES,301,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.4,RELIGION RESTRICTIONS VIOLENCE
AMES,318,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3.8,SOCIAL MOVEMENTS/SOCIAL MEDIA
AMES,322,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,MYSTICAL LITERATURE
AMES,335,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.8,CHINATOWNS: A CULTURAL HISTORY
AMES,360,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,GLOBAL APPLE
AMES,372,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TWO KOREAS
AMES,373,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.8,ISLAM MYS:PERSO-IND/EAST
AMES,410,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.4,TRAUMA IN ASIA
AMES,432,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,STORYWORLDS
AMES,435,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.2,CHINESE MEDIA AND POP CULTURE
AMES,437,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,4.5,CAP SEM: GLOBALIZATION ASIA
AMES,498,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3.3,SENIOR HONORS THESIS SEMINAR
AMI,198,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2.3,EXPERIMENTAL INTERFACE DESIGN
AMI,218,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2.9,DOCUMENTING THE MIDDLE EAST
AMI,224,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.3,WRITING THE TV DRAMA SERIES
AMI,246,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2.6,SOCIAL MOVEMENTS/SOCIAL MEDIA
AMI,253,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3.8,INDIAN CINEMA
AMI,269,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,GLOBAL CHINESE CITIES
AMI,271,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.2,CLASSICS OF PAGE AND SCREEN
AMI,274,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.7,SCREENING COLD WAR ESPIONAGE
AMI,277,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,THE DRAMATIC MONSTER
AMI,281,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.2,MOTION DESIGN
AMI,315,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.3,ENVIRON. ISSUES & THE DOC ARTS
AMI,331,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.8,DOC EXPER: A VIDEO APPR
AMI,337,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2.8,CHINATOWNS: A CULTURAL HISTORY
AMI,338,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.1,STORYWORLDS
AMI,343,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3.1,DANCE FOR THE CAMERA
AMI,352,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4.1,"TIME, SPACE AND FILM"
AMI,356,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.6,16MM FILM PRODUCTION
AMI,366,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.4,VIDEO JOURNALISM
AMI,410,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.4,TRAUMA IN ASIA
AMI,416,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.6,UNDERSTANDING MEDIATION
AMI,89,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FIRST YEAR SEMINAR (TOP)
ARABIC,101,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.1,ELEMENTARY ARABIC
ARABIC,203,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4.1,INTERMEDIATE ARABIC
ARABIC,295,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.9,ARABIC DIALECT IN MUSIC
ARABIC,305,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4.5,ADVANCED ARABIC
ARABIC,407,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.4,ISSUES IN ARABIC LANG/LIT I
ARTHIST,220,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.6,MUSEUM THEORY AND PRACTICE
ARTHIST,231,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,HISTORY OF ART MARKETS
ARTHIST,232,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.3,"JAPANESE ART, 1600-PRESENT"
ARTHIST,245,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.6,WOMEN IN VISUAL ARTS
ARTHIST,283,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4.1,AFRICAN AMERICAN ART
ARTHIST,286,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.9,CONTEMPORARY ARCHITECTURE
ARTHIST,298,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,HST OF IMPRESSIONISM
ARTHIST,305,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4,VIRTUAL MUSEUMS
ARTHIST,315,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.8,MAPPING HISTORY WITH GIS
ARTHIST,89,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.1,FIRST-YEAR SEMINAR (TOP)
ARTSVIS,115,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,INTRO TO B&W PHOTOGRAPHY
ARTSVIS,119,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.2,INTRO TO DIGITAL PHOTOGRAPHY
ARTSVIS,120,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.9,COMPOSITIONAL PAINTING
ARTSVIS,130,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,EXPERIMENTAL DRAWING
ARTSVIS,198,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3.8,EXPERIMENTAL INTERFACE DESIGN
ARTSVIS,199,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.2,DRAWING
ARTSVIS,204,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.7,MEDICINE AND DOCUMENTARY PHOTO
ARTSVIS,205,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.9,INTERMEDIATE DRAWING
ARTSVIS,206,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.4,DIGITAL IMAGING
ARTSVIS,210,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.4,SCULPTURE
ARTSVIS,212,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.2,DIGITAL DOCUMENTARY PHOTO
ARTSVIS,226,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.3,PRINTMAK:RELIEF/MONOTYPE
ARTSVIS,233,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3.7,COSTUME DESIGN
ARTSVIS,240,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,COLOR PHOTOGRAPHY
ARTSVIS,245,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.8,WOMEN IN VISUAL ARTS
ARTSVIS,281,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.6,MOTION DESIGN
ARTSVIS,303,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,WRITING THE SHORT FILM
ARTSVIS,305,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.3,VIRTUAL MUSEUMS
ARTSVIS,320,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.3,ADVANCED PAINTING
ARTSVIS,326,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.7,FILM ANIMATION PRODUCTION
ARTSVIS,356,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.6,16MM FILM PRODUCTION
ARTSVIS,497,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.7,ADVANCED VISUAL PRACTICE
BIOCHEM,301,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.8,INTRO BIOCHEMISTRY I
BIOLOGY,148,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.4,GENOMICS OF SYMBIOSIS
BIOLOGY,153,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3.3,ECOSYSTM HLTH/HUMAN WELL-BEING
BIOLOGY,157,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3.6,THE DYNAMIC OCEANS
BIOLOGY,158,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.4,PLANTS AND HUMAN USE
BIOLOGY,180,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2.9,GLOBAL DISEASES
BIOLOGY,201,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.9,MOLECULAR BIOLOGY
BIOLOGY,202,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.2,GENETICS AND EVOLUTION
BIOLOGY,209,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.6,THE ECOLOGY OF HUMAN HEALTH
BIOLOGY,212,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.3,GENERAL MICROBIOLOGY
BIOLOGY,213,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,CELL SIGNALING AND DISEASES
BIOLOGY,220,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.4,CELL BIOLOGY
BIOLOGY,223,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,CELL AND MOLEC NEUROBIO
BIOLOGY,224,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.2,FUNDAMENTALS NEUROSCI
BIOLOGY,228,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2.7,HOW PLANTS FEED/FUEL THE WORLD
BIOLOGY,262,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3.1,"PEOPLE, PLANTS, AND POLLUTION"
BIOLOGY,267,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2.4,BEHAVIORAL ECOLOGY
BIOLOGY,268,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.7,MECHANISMS OF ANIMAL BEHAVIOR
BIOLOGY,325,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.6,GENOME TECHNOLOGIES
BIOLOGY,329,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.2,PRINCIPLES ANIMAL PHYS
BIOLOGY,361,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4.8,FIELD ECOLOGY
BIOLOGY,412,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.1,SENSORY SIGNAL TRANSDUCTION
BIOLOGY,417,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3.4,GENETIC ENGINEER/BIOTECH
BIOLOGY,418,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,INTRODUCTION TO BIOPHYSICS
BIOLOGY,420,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.3,CANCER GENETICS
BIOLOGY,422,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.8,NEURODEGENERATIVE DISEASE LAB
BIOLOGY,427,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.7,SENSORY BIOLOGY
BIOLOGY,429,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,HOW ORGANISMS MOVE
BIOLOGY,89,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FIRST-YEAR SEMINAR (TOP)
